SampleID,HmGene,Chr,Start,HPVType,HPVStart,HPVGene,Support,Split,HmStrand,HPVStrand,Source,annot,from,SampleID_HPV,SampleID_HmGene,sample_chr_start,total_read,HmGene_chr_start_annot,unique_ID
GS18069T,POU5F1B,chr8,127372396,HPV16,1939,E1,114,41,-,-,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18069T_HPV16,GS18069T_POU5F1B,GS18069T_chr8_127372396,155,POU5F1B_chr8_127372396_enhancer_or_nearest_TSS_HPV16_1939,GS18069T_POU5F1B_chr8_127372396_HPV16_1939
GS18028T,DCTD,chr4,182841907,HPV16,4009,E5,31,18,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18028T_HPV16,GS18028T_DCTD,GS18028T_chr4_182841907,49,DCTD_chr4_182841907_enhancer_or_nearest_TSS_HPV16_4009,GS18028T_DCTD_chr4_182841907_HPV16_4009
GS18081T,MIR205,chr1,209432612,HPV16,4250,L2,1,2,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18081T_HPV16,GS18081T_MIR205,GS18081T_chr1_209432612,3,MIR205_chr1_209432612_enhancer_or_nearest_TSS_HPV16_4250,GS18081T_MIR205_chr1_209432612_HPV16_4250
GS18088T,MTMR2,chr11,96112240,HPV16,2731,E1,201,59,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18088T_HPV16,GS18088T_MTMR2,GS18088T_chr11_96112240,260,MTMR2_chr11_96112240_enhancer_or_nearest_TSS_HPV16_2731,GS18088T_MTMR2_chr11_96112240_HPV16_2731
TCGA-CV-7406-01A,KLF4,chr9,107754067,HPV16,1951,E1,44,4,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,TCGA-CV-7406-01A_HPV16,TCGA-CV-7406-01A_KLF4,TCGA-CV-7406-01A_chr9_107754067,48,KLF4_chr9_107754067_enhancer_or_nearest_TSS_HPV16_1951,TCGA-CV-7406-01A_KLF4_chr9_107754067_HPV16_1951
GS18061T,KLF3,chr4,38663795,HPV16,1686,E1,35,34,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18061T_HPV16,GS18061T_KLF3,GS18061T_chr4_38663795,69,KLF3_chr4_38663795_enhancer_or_nearest_TSS_HPV16_1686,GS18061T_KLF3_chr4_38663795_HPV16_1686
GS18021T,NPIPB5,chr16,22612675,HPV16,5584,L2,8,2,+,-,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18021T_HPV16,GS18021T_NPIPB5,GS18021T_chr16_22612675,10,NPIPB5_chr16_22612675_enhancer_or_nearest_TSS_HPV16_5584,GS18021T_NPIPB5_chr16_22612675_HPV16_5584
TCGA-CN-A49C-01A,UQCRHL,chr1,15816007,HPV16,2961,E2,5,2,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,TCGA-CN-A49C-01A_HPV16,TCGA-CN-A49C-01A_UQCRHL,TCGA-CN-A49C-01A_chr1_15816007,7,UQCRHL_chr1_15816007_enhancer_or_nearest_TSS_HPV16_2961,TCGA-CN-A49C-01A_UQCRHL_chr1_15816007_HPV16_2961
GS18078T,LINC01994,chr3,182238031,HPV16,2161,E1,30,11,+,-,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18078T_HPV16,GS18078T_LINC01994,GS18078T_chr3_182238031,41,LINC01994_chr3_182238031_enhancer_or_nearest_TSS_HPV16_2161,GS18078T_LINC01994_chr3_182238031_HPV16_2161
TCGA-TN-A7HI-01A,SOX2,chr3,181990931,HPV33,3350,"E2,E4",15,2,-,-,Survirus,enhancer_or_nearest_TSS,chipenrich,TCGA-TN-A7HI-01A_HPV33,TCGA-TN-A7HI-01A_SOX2,TCGA-TN-A7HI-01A_chr3_181990931,17,SOX2_chr3_181990931_enhancer_or_nearest_TSS_HPV33_3350,TCGA-TN-A7HI-01A_SOX2_chr3_181990931_HPV33_3350
GS18094T,KIAA1614,chr1,180849505,HPV16,7412,LCR,34,7,-,-,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18094T_HPV16,GS18094T_KIAA1614,GS18094T_chr1_180849505,41,KIAA1614_chr1_180849505_enhancer_or_nearest_TSS_HPV16_7412,GS18094T_KIAA1614_chr1_180849505_HPV16_7412
TCGA-BB-7866-01A,MIR1205,chr8,127928290,HPV16,3725,E2,422,89,-,+,Survirus,enhancer_or_nearest_TSS,chipenrich,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MIR1205,TCGA-BB-7866-01A_chr8_127928290,511,MIR1205_chr8_127928290_enhancer_or_nearest_TSS_HPV16_3725,TCGA-BB-7866-01A_MIR1205_chr8_127928290_HPV16_3725
GS18039T,CAMK2D,chr4,113830772,HPV33,895,E1,292,324,-,+,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18039T_HPV33,GS18039T_CAMK2D,GS18039T_chr4_113830772,616,CAMK2D_chr4_113830772_enhancer_or_nearest_TSS_HPV33_895,GS18039T_CAMK2D_chr4_113830772_HPV33_895
GS18070T,SOX2,chr3,181980646,HPV33,898,E1,227,121,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18070T_HPV33,GS18070T_SOX2,GS18070T_chr3_181980646,348,SOX2_chr3_181980646_enhancer_or_nearest_TSS_HPV33_898,GS18070T_SOX2_chr3_181980646_HPV33_898
TCGA-BA-4077-01B,RAD51B,chr14,68274978,HPV16,3433,"E2,E4",98,19,+,-,Survirus,enhancer_or_nearest_TSS,chipenrich,TCGA-BA-4077-01B_HPV16,TCGA-BA-4077-01B_RAD51B,TCGA-BA-4077-01B_chr14_68274978,117,RAD51B_chr14_68274978_enhancer_or_nearest_TSS_HPV16_3433,TCGA-BA-4077-01B_RAD51B_chr14_68274978_HPV16_3433
GS18019T,LINC01192,chr3,163364344,HPV16,5263,L2,13,3,+,-,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18019T_HPV16,GS18019T_LINC01192,GS18019T_chr3_163364344,16,LINC01192_chr3_163364344_enhancer_or_nearest_TSS_HPV16_5263,GS18019T_LINC01192_chr3_163364344_HPV16_5263
15914,BIRC2,chr11,102334622,HPV16,1919,E1,4,5,+,-,Survirus,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_BIRC2,15914_chr11_102334622,9,BIRC2_chr11_102334622_enhancer_or_nearest_TSS_HPV16_1919,15914_BIRC2_chr11_102334622_HPV16_1919
TCGA-CV-7100-01A,PLCXD2,chr3,111677140,HPV33,895,E1,12,2,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,TCGA-CV-7100-01A_HPV33,TCGA-CV-7100-01A_PLCXD2,TCGA-CV-7100-01A_chr3_111677140,14,PLCXD2_chr3_111677140_enhancer_or_nearest_TSS_HPV33_895,TCGA-CV-7100-01A_PLCXD2_chr3_111677140_HPV33_895
GS18002T,ZNF446,chr19,58475465,HPV16,3014,E2,5,4,+,-,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18002T_HPV16,GS18002T_ZNF446,GS18002T_chr19_58475465,9,ZNF446_chr19_58475465_enhancer_or_nearest_TSS_HPV16_3014,GS18002T_ZNF446_chr19_58475465_HPV16_3014
GS18028T,TPRG1,chr3,189235591,HPV16,3614,E2,4,2,-,+,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18028T_HPV16,GS18028T_TPRG1,GS18028T_chr3_189235591,6,TPRG1_chr3_189235591_enhancer_or_nearest_TSS_HPV16_3614,GS18028T_TPRG1_chr3_189235591_HPV16_3614
TCGA-CR-7368-01A,ACTL7B,chr9,108474703,HPV16,1227,E1,728,100,-,+,Survirus,enhancer_or_nearest_TSS,chipenrich,TCGA-CR-7368-01A_HPV16,TCGA-CR-7368-01A_ACTL7B,TCGA-CR-7368-01A_chr9_108474703,828,ACTL7B_chr9_108474703_enhancer_or_nearest_TSS_HPV16_1227,TCGA-CR-7368-01A_ACTL7B_chr9_108474703_HPV16_1227
GS18023T,TBC1D1,chr4,38340761,HPV16,1691,E1,314,148,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18023T_HPV16,GS18023T_TBC1D1,GS18023T_chr4_38340761,462,TBC1D1_chr4_38340761_enhancer_or_nearest_TSS_HPV16_1691,GS18023T_TBC1D1_chr4_38340761_HPV16_1691
GS18020T,FAHD1,chr16,1845905,HPV35,4390,L2,7,7,-,-,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18020T_HPV35,GS18020T_FAHD1,GS18020T_chr16_1845905,14,FAHD1_chr16_1845905_enhancer_or_nearest_TSS_HPV35_4390,GS18020T_FAHD1_chr16_1845905_HPV35_4390
TCGA-CR-7369-01A,KLF5,chr13,73297077,HPV16,2094,E1,43,7,-,+,Survirus,enhancer_or_nearest_TSS,chipenrich,TCGA-CR-7369-01A_HPV16,TCGA-CR-7369-01A_KLF5,TCGA-CR-7369-01A_chr13_73297077,50,KLF5_chr13_73297077_enhancer_or_nearest_TSS_HPV16_2094,TCGA-CR-7369-01A_KLF5_chr13_73297077_HPV16_2094
TCGA-CV-6939-01A,SEM1,chr7,96645940,HPV33,897,E1,183,14,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,TCGA-CV-6939-01A_HPV33,TCGA-CV-6939-01A_SEM1,TCGA-CV-6939-01A_chr7_96645940,197,SEM1_chr7_96645940_enhancer_or_nearest_TSS_HPV33_897,TCGA-CV-6939-01A_SEM1_chr7_96645940_HPV33_897
GS18063T,ELANE,chr19,854297,HPV16,3171,E2,228,305,-,+,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18063T_HPV16,GS18063T_ELANE,GS18063T_chr19_854297,533,ELANE_chr19_854297_enhancer_or_nearest_TSS_HPV16_3171,GS18063T_ELANE_chr19_854297_HPV16_3171
130-MCDM-3,MIR944,chr3,189895060,HPV16,3718,E2,485,236,+,-,Survirus,enhancer_or_nearest_TSS,chipenrich,130-MCDM-3_HPV16,130-MCDM-3_MIR944,130-MCDM-3_chr3_189895060,721,MIR944_chr3_189895060_enhancer_or_nearest_TSS_HPV16_3718,130-MCDM-3_MIR944_chr3_189895060_HPV16_3718
GS18026T,PSD4,chr2,113196252,HPV16,278,"E6,E6flsplice",3,3,-,+,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18026T_HPV16,GS18026T_PSD4,GS18026T_chr2_113196252,6,PSD4_chr2_113196252_enhancer_or_nearest_TSS_HPV16_278,GS18026T_PSD4_chr2_113196252_HPV16_278
36313,SPATA12,chr3,57064539,HPV16,364,"E6,E6flsplice",10,6,+,-,Survirus,enhancer_or_nearest_TSS,chipenrich,36313_HPV16,36313_SPATA12,36313_chr3_57064539,16,SPATA12_chr3_57064539_enhancer_or_nearest_TSS_HPV16_364,36313_SPATA12_chr3_57064539_HPV16_364
TCGA-CN-A6V1-01A,LINC00163,chr21,44998960,HPV16,1105,E1,19,3,-,+,Survirus,enhancer_or_nearest_TSS,chipenrich,TCGA-CN-A6V1-01A_HPV16,TCGA-CN-A6V1-01A_LINC00163,TCGA-CN-A6V1-01A_chr21_44998960,22,LINC00163_chr21_44998960_enhancer_or_nearest_TSS_HPV16_1105,TCGA-CN-A6V1-01A_LINC00163_chr21_44998960_HPV16_1105
GS18103T,KDSR,chr18,63381373,HPV18,929,E1,509,147,-,+,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18103T_HPV18,GS18103T_KDSR,GS18103T_chr18_63381373,656,KDSR_chr18_63381373_enhancer_or_nearest_TSS_HPV18_929,GS18103T_KDSR_chr18_63381373_HPV18_929
GS18021T,NPIPB5,chr16,22612703,HPV16,3522,"E2,E4",1121,664,-,+,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18021T_HPV16,GS18021T_NPIPB5,GS18021T_chr16_22612703,1785,NPIPB5_chr16_22612703_enhancer_or_nearest_TSS_HPV16_3522,GS18021T_NPIPB5_chr16_22612703_HPV16_3522
TCGA-P3-A5Q5-01A,MAML3,chr4,139807085,HPV16,2977,E2,102,21,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,TCGA-P3-A5Q5-01A_HPV16,TCGA-P3-A5Q5-01A_MAML3,TCGA-P3-A5Q5-01A_chr4_139807085,123,MAML3_chr4_139807085_enhancer_or_nearest_TSS_HPV16_2977,TCGA-P3-A5Q5-01A_MAML3_chr4_139807085_HPV16_2977
TCGA-P3-A5Q5-01A,SETD7,chr4,139807085,HPV16,2977,E2,102,21,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,TCGA-P3-A5Q5-01A_HPV16,TCGA-P3-A5Q5-01A_SETD7,TCGA-P3-A5Q5-01A_chr4_139807085,123,SETD7_chr4_139807085_enhancer_or_nearest_TSS_HPV16_2977,TCGA-P3-A5Q5-01A_SETD7_chr4_139807085_HPV16_2977
15925,TTTY23,chrY,6146062,HPV18,1437,E1,18,25,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,15925_HPV18,15925_TTTY23,15925_chrY_6146062,43,TTTY23_chrY_6146062_enhancer_or_nearest_TSS_HPV18_1437,15925_TTTY23_chrY_6146062_HPV18_1437
TCGA-CN-A499-01A,SOS2,chr14,50169631,HPV16,808,E7,603,62,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,TCGA-CN-A499-01A_HPV16,TCGA-CN-A499-01A_SOS2,TCGA-CN-A499-01A_chr14_50169631,665,SOS2_chr14_50169631_enhancer_or_nearest_TSS_HPV16_808,TCGA-CN-A499-01A_SOS2_chr14_50169631_HPV16_808
GS18062T,IL1R2,chr2,101950052,HPV16,3832,E2,8,4,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18062T_HPV16,GS18062T_IL1R2,GS18062T_chr2_101950052,12,IL1R2_chr2_101950052_enhancer_or_nearest_TSS_HPV16_3832,GS18062T_IL1R2_chr2_101950052_HPV16_3832
GS18006T,PSMD2,chr3,184301313,HPV16,835,E7,19,8,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18006T_HPV16,GS18006T_PSMD2,GS18006T_chr3_184301313,27,PSMD2_chr3_184301313_enhancer_or_nearest_TSS_HPV16_835,GS18006T_PSMD2_chr3_184301313_HPV16_835
TCGA-TN-A7HI-01A,SOX2,chr3,181989970,HPV33,2154,E1,64,5,-,-,Survirus,enhancer_or_nearest_TSS,chipenrich,TCGA-TN-A7HI-01A_HPV33,TCGA-TN-A7HI-01A_SOX2,TCGA-TN-A7HI-01A_chr3_181989970,69,SOX2_chr3_181989970_enhancer_or_nearest_TSS_HPV33_2154,TCGA-TN-A7HI-01A_SOX2_chr3_181989970_HPV33_2154
TCGA-HD-A634-01A,NR4A2,chr2,156325698,HPV16,5371,L2,1767,233,-,+,Survirus,enhancer_or_nearest_TSS,chipenrich,TCGA-HD-A634-01A_HPV16,TCGA-HD-A634-01A_NR4A2,TCGA-HD-A634-01A_chr2_156325698,2000,NR4A2_chr2_156325698_enhancer_or_nearest_TSS_HPV16_5371,TCGA-HD-A634-01A_NR4A2_chr2_156325698_HPV16_5371
GS18005T,CPLANE2,chr1,16254865,HPV16,2634,E1,45,32,-,+,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18005T_HPV16,GS18005T_CPLANE2,GS18005T_chr1_16254865,77,CPLANE2_chr1_16254865_enhancer_or_nearest_TSS_HPV16_2634,GS18005T_CPLANE2_chr1_16254865_HPV16_2634
GS18103T,TCTEX1D2,chr3,196315831,HPV18,1641,E1,490,169,-,+,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18103T_HPV18,GS18103T_TCTEX1D2,GS18103T_chr3_196315831,659,TCTEX1D2_chr3_196315831_enhancer_or_nearest_TSS_HPV18_1641,GS18103T_TCTEX1D2_chr3_196315831_HPV18_1641
TCGA-CV-7100-01A,PHLDB2,chr3,111774718,HPV33,2494,E1,11,4,-,-,Survirus,enhancer_or_nearest_TSS,chipenrich,TCGA-CV-7100-01A_HPV33,TCGA-CV-7100-01A_PHLDB2,TCGA-CV-7100-01A_chr3_111774718,15,PHLDB2_chr3_111774718_enhancer_or_nearest_TSS_HPV33_2494,TCGA-CV-7100-01A_PHLDB2_chr3_111774718_HPV33_2494
TCGA-P3-A5QF-01A,DGLUCY,chr14,91096883,HPV16,2595,E1,541,123,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,TCGA-P3-A5QF-01A_HPV16,TCGA-P3-A5QF-01A_DGLUCY,TCGA-P3-A5QF-01A_chr14_91096883,664,DGLUCY_chr14_91096883_enhancer_or_nearest_TSS_HPV16_2595,TCGA-P3-A5QF-01A_DGLUCY_chr14_91096883_HPV16_2595
15914,BIRC3,chr11,102323488,HPV16,3084,E2,116,113,+,-,Survirus,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_BIRC3,15914_chr11_102323488,229,BIRC3_chr11_102323488_enhancer_or_nearest_TSS_HPV16_3084,15914_BIRC3_chr11_102323488_HPV16_3084
GS18052T,IPO8,chr12,30505457,HPV16,4480,L2,135,67,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18052T_HPV16,GS18052T_IPO8,GS18052T_chr12_30505457,202,IPO8_chr12_30505457_enhancer_or_nearest_TSS_HPV16_4480,GS18052T_IPO8_chr12_30505457_HPV16_4480
15916,PLGRKT,chr9,5399904,HPV16,4722,L2,5,5,-,+,Survirus,enhancer_or_nearest_TSS,chipenrich,15916_HPV16,15916_PLGRKT,15916_chr9_5399904,10,PLGRKT_chr9_5399904_enhancer_or_nearest_TSS_HPV16_4722,15916_PLGRKT_chr9_5399904_HPV16_4722
15914,BIRC3,chr11,102322646,HPV16,933,E1,3,4,-,+,Survirus,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_BIRC3,15914_chr11_102322646,7,BIRC3_chr11_102322646_enhancer_or_nearest_TSS_HPV16_933,15914_BIRC3_chr11_102322646_HPV16_933
GS18004T,DPPA2P3,chr3,193865819,HPV16,3037,E2,653,14,-,+,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18004T_HPV16,GS18004T_DPPA2P3,GS18004T_chr3_193865819,667,DPPA2P3_chr3_193865819_enhancer_or_nearest_TSS_HPV16_3037,GS18004T_DPPA2P3_chr3_193865819_HPV16_3037
GS18062T,IER5L,chr9,129177372,HPV16,2460,E1,47,40,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18062T_HPV16,GS18062T_IER5L,GS18062T_chr9_129177372,87,IER5L_chr9_129177372_enhancer_or_nearest_TSS_HPV16_2460,GS18062T_IER5L_chr9_129177372_HPV16_2460
TCGA-BB-7861-01A,MCTP2,chr15,93755082,HPV16,3631,E2,325,42,-,+,Survirus,enhancer_or_nearest_TSS,chipenrich,TCGA-BB-7861-01A_HPV16,TCGA-BB-7861-01A_MCTP2,TCGA-BB-7861-01A_chr15_93755082,367,MCTP2_chr15_93755082_enhancer_or_nearest_TSS_HPV16_3631,TCGA-BB-7861-01A_MCTP2_chr15_93755082_HPV16_3631
15914,BIRC3,chr11,102295378,HPV16,3167,E2,6,4,+,-,Survirus,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_BIRC3,15914_chr11_102295378,10,BIRC3_chr11_102295378_enhancer_or_nearest_TSS_HPV16_3167,15914_BIRC3_chr11_102295378_HPV16_3167
GS18023T,TBC1D1,chr4,38343786,HPV16,3126,E2,439,190,-,-,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18023T_HPV16,GS18023T_TBC1D1,GS18023T_chr4_38343786,629,TBC1D1_chr4_38343786_enhancer_or_nearest_TSS_HPV16_3126,GS18023T_TBC1D1_chr4_38343786_HPV16_3126
15914,BIRC3,chr11,102322776,HPV16,111,E6,5,4,+,-,Survirus,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_BIRC3,15914_chr11_102322776,9,BIRC3_chr11_102322776_enhancer_or_nearest_TSS_HPV16_111,15914_BIRC3_chr11_102322776_HPV16_111
15914,YAP1,chr11,102322776,HPV16,111,E6,5,4,+,-,Survirus,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_YAP1,15914_chr11_102322776,9,YAP1_chr11_102322776_enhancer_or_nearest_TSS_HPV16_111,15914_YAP1_chr11_102322776_HPV16_111
15914,TMEM123,chr11,102322776,HPV16,111,E6,5,4,+,-,Survirus,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_TMEM123,15914_chr11_102322776,9,TMEM123_chr11_102322776_enhancer_or_nearest_TSS_HPV16_111,15914_TMEM123_chr11_102322776_HPV16_111
15914,ANGPTL5,chr11,102322776,HPV16,111,E6,5,4,+,-,Survirus,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_ANGPTL5,15914_chr11_102322776,9,ANGPTL5_chr11_102322776_enhancer_or_nearest_TSS_HPV16_111,15914_ANGPTL5_chr11_102322776_HPV16_111
15914,BIRC2,chr11,102322776,HPV16,111,E6,5,4,+,-,Survirus,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_BIRC2,15914_chr11_102322776,9,BIRC2_chr11_102322776_enhancer_or_nearest_TSS_HPV16_111,15914_BIRC2_chr11_102322776_HPV16_111
15914,CEP126,chr11,102322776,HPV16,111,E6,5,4,+,-,Survirus,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_CEP126,15914_chr11_102322776,9,CEP126_chr11_102322776_enhancer_or_nearest_TSS_HPV16_111,15914_CEP126_chr11_102322776_HPV16_111
15914,BIRC3,chr11,102330310,HPV16,3792,E2,2,3,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,15914_HPV16,15914_BIRC3,15914_chr11_102330310,5,BIRC3_chr11_102330310_enhancer_or_nearest_TSS_HPV16_3792,15914_BIRC3_chr11_102330310_HPV16_3792
TCGA-CR-7385-01A,LINC00111,chr21,41667374,HPV16,3409,"E2,E4",164,9,+,-,Survirus,enhancer_or_nearest_TSS,chipenrich,TCGA-CR-7385-01A_HPV16,TCGA-CR-7385-01A_LINC00111,TCGA-CR-7385-01A_chr21_41667374,173,LINC00111_chr21_41667374_enhancer_or_nearest_TSS_HPV16_3409,TCGA-CR-7385-01A_LINC00111_chr21_41667374_HPV16_3409
GS18019T,SPATA31D1,chr9,82339351,HPV16,2298,E1,22,11,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18019T_HPV16,GS18019T_SPATA31D1,GS18019T_chr9_82339351,33,SPATA31D1_chr9_82339351_enhancer_or_nearest_TSS_HPV16_2298,GS18019T_SPATA31D1_chr9_82339351_HPV16_2298
GS18092T,FOXD2,chr1,47434640,HPV16,637,E7,869,506,+,-,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18092T_HPV16,GS18092T_FOXD2,GS18092T_chr1_47434640,1375,FOXD2_chr1_47434640_enhancer_or_nearest_TSS_HPV16_637,GS18092T_FOXD2_chr1_47434640_HPV16_637
36316,KLF12,chr13,73737664,HPV16,2517,E1,7,7,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,36316_HPV16,36316_KLF12,36316_chr13_73737664,14,KLF12_chr13_73737664_enhancer_or_nearest_TSS_HPV16_2517,36316_KLF12_chr13_73737664_HPV16_2517
GS18088T,MTMR2,chr11,96112247,HPV16,2897,E2,206,113,-,-,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18088T_HPV16,GS18088T_MTMR2,GS18088T_chr11_96112247,319,MTMR2_chr11_96112247_enhancer_or_nearest_TSS_HPV16_2897,GS18088T_MTMR2_chr11_96112247_HPV16_2897
GS18076T,OR12D2,chr6,29400039,HPV16,3533,"E2,E4",6,4,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18076T_HPV16,GS18076T_OR12D2,GS18076T_chr6_29400039,10,OR12D2_chr6_29400039_enhancer_or_nearest_TSS_HPV16_3533,GS18076T_OR12D2_chr6_29400039_HPV16_3533
GS18013T,PEBP1,chr12,118152424,HPV16,4572,L2,19,12,-,-,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18013T_HPV16,GS18013T_PEBP1,GS18013T_chr12_118152424,31,PEBP1_chr12_118152424_enhancer_or_nearest_TSS_HPV16_4572,GS18013T_PEBP1_chr12_118152424_HPV16_4572
TCGA-BB-7864-01A,LINC00615,chr12,90916574,HPV56,2471,E1,116,15,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,TCGA-BB-7864-01A_HPV56,TCGA-BB-7864-01A_LINC00615,TCGA-BB-7864-01A_chr12_90916574,131,LINC00615_chr12_90916574_enhancer_or_nearest_TSS_HPV56_2471,TCGA-BB-7864-01A_LINC00615_chr12_90916574_HPV56_2471
GS18026T,BCL7A,chr12,122033733,HPV16,6557,L1,20,12,+,-,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18026T_HPV16,GS18026T_BCL7A,GS18026T_chr12_122033733,32,BCL7A_chr12_122033733_enhancer_or_nearest_TSS_HPV16_6557,GS18026T_BCL7A_chr12_122033733_HPV16_6557
GS18041T,INSIG2,chr2,118068026,HPV16,1476,E1,225,73,-,+,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18041T_HPV16,GS18041T_INSIG2,GS18041T_chr2_118068026,298,INSIG2_chr2_118068026_enhancer_or_nearest_TSS_HPV16_1476,GS18041T_INSIG2_chr2_118068026_HPV16_1476
TCGA-BB-7861-01A,MCTP2,chr15,93729827,HPV16,3694,E2,66,4,-,+,Survirus,enhancer_or_nearest_TSS,chipenrich,TCGA-BB-7861-01A_HPV16,TCGA-BB-7861-01A_MCTP2,TCGA-BB-7861-01A_chr15_93729827,70,MCTP2_chr15_93729827_enhancer_or_nearest_TSS_HPV16_3694,TCGA-BB-7861-01A_MCTP2_chr15_93729827_HPV16_3694
GS18047T,PLGRKT,chr9,5413144,HPV16,277,"E6,E6flsplice",15,8,+,-,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18047T_HPV16,GS18047T_PLGRKT,GS18047T_chr9_5413144,23,PLGRKT_chr9_5413144_enhancer_or_nearest_TSS_HPV16_277,GS18047T_PLGRKT_chr9_5413144_HPV16_277
GS18020T,FAHD1,chr16,1845906,HPV35,2468,E1,26,32,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18020T_HPV35,GS18020T_FAHD1,GS18020T_chr16_1845906,58,FAHD1_chr16_1845906_enhancer_or_nearest_TSS_HPV35_2468,GS18020T_FAHD1_chr16_1845906_HPV35_2468
GS18036T,ZNF296,chr19,45077775,HPV16,5174,L2,3,5,-,-,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18036T_HPV16,GS18036T_ZNF296,GS18036T_chr19_45077775,8,ZNF296_chr19_45077775_enhancer_or_nearest_TSS_HPV16_5174,GS18036T_ZNF296_chr19_45077775_HPV16_5174
GS18014T,TP63,chr3,189403747,HPV16,6959,L1,3,4,+,-,Survirus,enhancer_or_nearest_TSS,chipenrich,GS18014T_HPV16,GS18014T_TP63,GS18014T_chr3_189403747,7,TP63_chr3_189403747_enhancer_or_nearest_TSS_HPV16_6959,GS18014T_TP63_chr3_189403747_HPV16_6959
TCGA-BB-7866-01A,MIR1205,chr8,127948609,HPV16,971,E1,12,3,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,TCGA-BB-7866-01A_HPV16,TCGA-BB-7866-01A_MIR1205,TCGA-BB-7866-01A_chr8_127948609,15,MIR1205_chr8_127948609_enhancer_or_nearest_TSS_HPV16_971,TCGA-BB-7866-01A_MIR1205_chr8_127948609_HPV16_971
TCGA-BB-7864-01A,LINC00615,chr12,90741184,HPV56,911,E1,216,16,+,+,Survirus,enhancer_or_nearest_TSS,chipenrich,TCGA-BB-7864-01A_HPV56,TCGA-BB-7864-01A_LINC00615,TCGA-BB-7864-01A_chr12_90741184,232,LINC00615_chr12_90741184_enhancer_or_nearest_TSS_HPV56_911,TCGA-BB-7864-01A_LINC00615_chr12_90741184_HPV56_911
